IDENTIFICACION,PRIORIDAD_ELECCION_CARRERA,OFA_ID,ANTECEDENTE_ACADEMICO,EVALUACION_CAPACIDAD,CONDICION_SOCIOECONOMICA_POBREZA,RURALIDAD,TERRITORIALIDAD,PUEBLO_NACIONALIDAD,PERSONA_CON_DISCAPACIDAD,BENEFICIARIO_BONO_JOAQUIN,VICTIMA_VIOLENCIA_GENERO,MIGRANTE_RETORNADO,HIJO_VICTIMA_FEMICIDIO,ENFERMEDAD_CATASTROFICA,ACOGIMIENTO_INSTITUCIONAL,MERITO_ACADEMICO,OTROS_RECONOCIMIENTOS,BACHILLER_CURSO_ACTUAL
5332,1,3037,995,995,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5332,2,3054,995,995,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5332,3,3046,995,995,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5332,4,3056,995,995,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5333,1,3038,822,822,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5333,2,3010,822,822,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5333,3,3034,822,822,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5333,4,3043,822,822,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5334,1,3045,928,928,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5334,2,3001,928,928,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5334,3,3034,928,928,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5334,4,3010,928,928,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5335,1,3047,807,807,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5335,2,3007,807,807,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5335,3,3043,807,807,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5335,4,3012,807,807,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5336,1,3016,897,897,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5336,2,3051,897,897,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5336,3,3010,897,897,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5336,4,3005,897,897,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5337,1,3005,958,958,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5337,2,3034,958,958,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5337,3,3041,958,958,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5337,4,3013,958,958,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5338,1,3043,690,690,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5338,2,3005,690,690,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5338,3,3046,690,690,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5338,4,3054,690,690,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5339,1,3050,755,755,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5339,2,3016,755,755,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5339,3,3017,755,755,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5339,4,3045,755,755,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5340,1,3006,762,762,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5340,2,3013,762,762,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5340,3,3005,762,762,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5340,4,3029,762,762,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5341,1,3036,928,928,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5341,2,3010,928,928,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5341,3,3001,928,928,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5341,4,3043,928,928,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5342,1,3001,653,653,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5342,2,3053,653,653,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5342,3,3010,653,653,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5342,4,3043,653,653,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5343,1,3025,865,865,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5343,2,3005,865,865,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5343,3,3031,865,865,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5343,4,3035,865,865,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5344,1,3046,789,789,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5344,2,3045,789,789,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5344,3,3005,789,789,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5344,4,3010,789,789,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5345,1,3013,779,779,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5345,2,3005,779,779,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5345,3,3030,779,779,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5345,4,3054,779,779,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5346,1,3035,988,988,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5346,2,3045,988,988,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5346,3,3043,988,988,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5346,4,3046,988,988,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5347,1,3010,948,948,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5347,2,3045,948,948,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5347,3,3048,948,948,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5347,4,3009,948,948,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5348,1,3014,917,917,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5348,2,3052,917,917,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5348,3,3045,917,917,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5348,4,3012,917,917,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5349,1,3036,893,893,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5349,2,3017,893,893,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5349,3,3034,893,893,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5349,4,3016,893,893,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5350,1,3012,947,947,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5350,2,3043,947,947,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5350,3,3045,947,947,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5350,4,3047,947,947,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5351,1,3008,840,840,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5351,2,3046,840,840,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5351,3,3012,840,840,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5351,4,3023,840,840,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5352,1,3048,678,678,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5352,2,3029,678,678,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5352,3,3010,678,678,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5352,4,3008,678,678,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5353,1,3031,847,847,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5353,2,3045,847,847,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5353,3,3056,847,847,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5353,4,3048,847,847,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5354,1,3045,959,959,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5354,2,3048,959,959,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5354,3,3005,959,959,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5354,4,3049,959,959,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5355,1,3017,879,879,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5355,2,3049,879,879,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5355,3,3005,879,879,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5355,4,3043,879,879,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5356,1,3045,907,907,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5356,2,3056,907,907,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5356,3,3017,907,907,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5356,4,3035,907,907,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5357,1,3017,847,847,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5357,2,3010,847,847,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5357,3,3012,847,847,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5357,4,3041,847,847,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5358,1,3049,866,866,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5358,2,3005,866,866,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5358,3,3012,866,866,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5358,4,3013,866,866,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5359,1,3005,1000,1000,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5359,2,3017,1000,1000,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5359,3,3038,1000,1000,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5359,4,3037,1000,1000,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5360,1,3035,867,867,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5360,2,3013,867,867,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5360,3,3043,867,867,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5360,4,3046,867,867,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5361,1,3014,899,899,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5361,2,3005,899,899,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5361,3,3013,899,899,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5361,4,3007,899,899,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5362,1,3030,948,948,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5362,2,3008,948,948,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5362,3,3010,948,948,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5362,4,3045,948,948,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5363,1,3001,940,940,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5363,2,3036,940,940,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5363,3,3008,940,940,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5363,4,3048,940,940,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5364,1,3043,906,906,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5364,2,3005,906,906,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5364,3,3040,906,906,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5364,4,3031,906,906,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5365,1,3020,861,861,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5365,2,3048,861,861,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5365,3,3011,861,861,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5365,4,3017,861,861,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5366,1,3013,936,936,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5366,2,3045,936,936,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5366,3,3049,936,936,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5366,4,3046,936,936,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5367,1,3045,795,795,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5367,2,3054,795,795,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5367,3,3043,795,795,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5367,4,3052,795,795,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5368,1,3001,893,893,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5368,2,3041,893,893,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5368,3,3045,893,893,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5368,4,3049,893,893,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5369,1,3048,684,684,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5369,2,3046,684,684,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5369,3,3051,684,684,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5369,4,3035,684,684,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5370,1,3001,909,909,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5370,2,3035,909,909,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5370,3,3025,909,909,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5370,4,3030,909,909,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5371,1,3017,904,904,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5371,2,3049,904,904,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5371,3,3046,904,904,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5371,4,3048,904,904,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5372,1,3034,929,929,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5372,2,3028,929,929,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5372,3,3045,929,929,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5372,4,3043,929,929,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5373,1,3013,939,939,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5373,2,3005,939,939,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5373,3,3012,939,939,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5373,4,3006,939,939,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5374,1,3012,929,929,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5374,2,3041,929,929,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5374,3,3051,929,929,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5374,4,3043,929,929,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5375,1,3049,937,937,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5375,2,3045,937,937,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5375,3,3044,937,937,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5375,4,3020,937,937,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5376,1,3013,892,892,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5376,2,3046,892,892,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5376,3,3049,892,892,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5376,4,3029,892,892,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5377,1,3001,705,705,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5377,2,3045,705,705,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5377,3,3012,705,705,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5377,4,3046,705,705,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5378,1,3035,793,793,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5378,2,3043,793,793,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5378,3,3049,793,793,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5378,4,3025,793,793,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5379,1,3012,929,929,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5379,2,3013,929,929,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5379,3,3045,929,929,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5379,4,3028,929,929,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5380,1,3008,932,932,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5380,2,3005,932,932,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5380,3,3031,932,932,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5380,4,3030,932,932,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5381,1,3042,936,936,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5381,2,3030,936,936,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5381,3,3007,936,936,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5381,4,3034,936,936,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5382,1,3049,910,910,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5382,2,3008,910,910,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5382,3,3043,910,910,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5382,4,3038,910,910,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5383,1,3045,958,958,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5383,2,3007,958,958,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5383,3,3051,958,958,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5383,4,3041,958,958,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5384,1,3046,971,971,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5384,2,3012,971,971,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5384,3,3045,971,971,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5384,4,3017,971,971,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5385,1,3017,914,914,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5385,2,3043,914,914,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5385,3,3005,914,914,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5385,4,3045,914,914,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5386,1,3003,916,916,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5386,2,3010,916,916,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5386,3,3043,916,916,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5386,4,3005,916,916,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5387,1,3053,909,909,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5387,2,3047,909,909,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5387,3,3041,909,909,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5387,4,3046,909,909,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5388,1,3048,923,923,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5388,2,3012,923,923,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5388,3,3046,923,923,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5388,4,3010,923,923,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5389,1,3020,930,930,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5389,2,3036,930,930,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5389,3,3043,930,930,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5389,4,3001,930,930,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5390,1,3012,895,895,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5390,2,3040,895,895,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5390,3,3016,895,895,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5390,4,3045,895,895,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5391,1,3042,991,991,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5391,2,3010,991,991,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5391,3,3007,991,991,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5391,4,3041,991,991,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5392,1,3028,782,782,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5392,2,3008,782,782,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5392,3,3013,782,782,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5392,4,3005,782,782,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5393,1,3035,944,944,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5393,2,3045,944,944,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5393,3,3037,944,944,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5393,4,3046,944,944,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5394,1,3006,929,929,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5394,2,3025,929,929,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5394,3,3040,929,929,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5394,4,3043,929,929,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
5395,1,3043,793,793,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI
